Time,Temperature,Practical_Salinity,Turbidity,Chlorophyll,Pressure,Absolute_Air_Pressure,Air_Temperature,Absolute_Humidity,Wind_Direction,Wind_Speed
2024-04-02 12:00:00+00:00,7.743616111,31.54650933,17.01835,0.186583333,66.58197222,1008.644399,7.603082968,8.635402092,174.0785219,4.036934865
2024-04-02 13:00:00+00:00,7.742738886,31.56137333,16.03108695,0.193987781,66.77354068,1009.131059,7.431900082,8.455203609,183.2897153,3.27240689
2024-04-02 14:00:00+00:00,7.729065556,31.51990586,17.56895,0.197847222,66.75986389,1009.85022,7.229111675,7.974061076,183.4748576,3.32265325
2024-04-02 15:00:00+00:00,7.729200278,31.52841865,5.513486111,0.189701389,66.54351667,1010.352447,7.618769049,7.564440302,181.495147,4.149265024
2024-04-02 16:00:00+00:00,7.739016169,31.5440735,4.191269364,0.200381838,66.13703693,1011.332012,7.939156006,7.503171543,187.7869968,2.786754304
2024-04-02 17:00:00+00:00,7.722215834,31.53442097,3.935242162,0.19875,65.57205,1011.927685,9.016514667,7.465670672,178.9889,1.203113188
2024-04-02 18:00:00+00:00,7.722201389,31.52944923,4.370686111,0.201069444,64.96789444,1012.391998,8.253567603,7.258704449,185.9317312,2.823667682
2024-04-02 19:00:00+00:00,7.731500556,31.54700215,7.372830557,0.188916667,64.433375,1013.201703,8.579621042,6.625547287,181.7866891,3.190642513
2024-04-02 20:00:00+00:00,7.759295718,31.55933865,6.183331326,0.181588448,64.06812274,1013.692714,8.2590217,6.208029592,182.6734783,3.727052417
2024-04-02 21:00:00+00:00,7.738803334,31.57526199,9.307275001,0.188638889,63.96055278,1013.707579,7.811889538,6.40496166,184.1275653,3.082139368
2024-04-02 22:00:00+00:00,7.729414445,31.57476409,13.494825,0.173548611,64.11265556,1013.433789,6.791546409,6.431172779,209.3394486,2.518987795
2024-04-02 23:00:00+00:00,7.75303934,31.56090798,39.76068664,0.187232713,64.46895862,1013.86914,5.405135893,6.531620548,196.157919,2.301445617
2024-04-03 00:00:00+00:00,7.752059445,31.53643631,81.05666357,0.193715278,64.92451111,1013.732122,4.942217865,6.742311737,192.2002447,2.002833571
2024-04-03 01:00:00+00:00,7.741385556,31.53573341,32.03494722,0.194326389,65.39954722,1013.338591,4.938968967,6.6629962,184.2843735,1.981672821
2024-04-03 02:00:00+00:00,7.739518334,31.55829067,29.55743333,0.1793125,65.79141111,1012.932771,4.962507138,6.83590277,213.274556,1.254330423
2024-04-03 03:00:00+00:00,7.736020118,31.52382865,38.4989833,0.213433768,66.04569286,1013.276934,2.757676132,6.336928713,166.5374117,1.686330441
2024-04-03 04:00:00+00:00,7.742296389,31.5236782,30.34101945,0.2031875,66.12211389,1013.418898,1.99517336,6.373412475,270.0219173,0.580992945
2024-04-03 05:00:00+00:00,7.737320833,31.5528291,13.83363056,0.178006944,66.045275,1013.585663,2.210231165,6.4838581,219.8628489,0.855538775
2024-04-03 06:00:00+00:00,7.7395675,31.55187741,13.86326389,0.182291667,65.83586389,1013.816342,2.24898567,6.429567825,115.2783757,0.982517638
2024-04-03 07:00:00+00:00,7.717775432,31.54747677,13.52441852,0.177325743,65.57728964,1014.109124,2.238189598,6.468345533,154.5755391,0.685950583
2024-04-03 08:00:00+00:00,7.720896945,31.52234084,12.90228356,0.137708333,65.338475,1014.598303,2.140721137,6.448189281,165.5729334,0.808187568
2024-04-03 09:00:00+00:00,7.740717222,31.47599515,10.79278889,0.173319444,65.20876111,1015.082634,2.254761827,6.408158167,88.37677289,1.304870364
2024-04-03 10:00:00+00:00,7.749870535,31.45718852,13.36916413,0.222438212,65.25183282,1015.875892,2.044211697,6.282866589,115.2359767,1.811602586
2024-04-03 11:00:00+00:00,7.7623375,31.47115616,7.183616667,0.223861111,65.49734167,1016.623916,1.17662547,6.042078605,167.0488552,0.762269502
2024-04-03 12:00:00+00:00,7.831120834,31.46044895,7.05325,0.239236111,65.87897222,1017.302883,0.801471175,5.897775927,134.1685333,0.90923828
2024-04-03 13:00:00+00:00,7.916058594,31.49799008,7.196765236,0.242186894,66.23830298,1017.786408,0.826753664,5.907277387,271.5631186,0.868261795
2024-04-03 14:00:00+00:00,7.806054344,31.52969183,8.265613639,0.237216158,66.13169324,1018.485146,0.820505231,5.904764097,286.1817515,0.611171134
2024-04-03 15:00:00+00:00,7.864908803,31.52500155,8.316348553,0.232245422,66.02508351,1019.181492,1.384022307,6.135846707,201.3527885,0.455097582
2024-04-03 16:00:00+00:00,7.89388824,31.45738741,10.91256903,0.227274686,65.91847377,1020.064741,2.511880182,6.616793088,216.5597806,0.634719046
2024-04-03 17:00:00+00:00,7.854090955,31.4491595,17.70315312,0.22230395,65.81186404,1020.71138,3.145525742,6.897665956,196.865742,0.722349966
2024-04-03 18:00:00+00:00,7.798602051,31.46289943,22.79145671,0.217333214,65.7052543,1021.258325,5.221365153,6.723878729,148.5760106,1.25092333
2024-04-03 19:00:00+00:00,7.775508611,31.50466223,22.17237778,0.218708333,65.10557222,1021.781705,5.541054213,6.395294395,142.4758738,1.049373552
2024-04-03 20:00:00+00:00,7.81185441,31.4855274,13.92531199,0.23592752,64.49306582,1022.060414,5.822683679,6.423900757,132.9879677,1.168420432
2024-04-03 21:00:00+00:00,7.8030475,31.52037157,11.43697223,0.217840278,64.03463056,1022.415146,6.712985223,6.683301362,256.4624751,1.442654724
2024-04-03 22:00:00+00:00,7.758131183,31.50394733,11.8363391,0.206369106,64.06622281,1022.34537,7.485599812,6.355488686,159.695762,1.620719355
2024-04-03 23:00:00+00:00,7.759047092,31.49655825,10.99663455,0.194897935,64.09781505,1022.480594,6.3170053,6.812634629,123.5431812,1.069148912
2024-04-04 00:00:00+00:00,7.748128532,31.54180145,10.79263754,0.183426763,64.1294073,1022.630052,7.598019212,5.883281807,153.1501269,1.470436801
2024-04-04 01:00:00+00:00,7.803088584,31.46714882,14.08317036,0.224529792,64.72336758,1022.789221,6.514595077,6.300281085,198.0215513,0.913798124
2024-04-04 02:00:00+00:00,7.827807409,31.43963327,20.66474486,0.265632821,65.31732786,1022.965984,4.929629268,6.930943014,297.2117924,0.945170289
2024-04-04 03:00:00+00:00,7.838476847,31.43781371,24.66257446,0.268221413,65.82756252,1023.078826,3.28247368,6.660154255,305.8239429,0.798682894
2024-04-04 04:00:00+00:00,7.78845995,31.48912336,29.41134219,0.231968669,66.18626856,1023.449635,2.166446962,6.381019755,194.1193086,0.556911998
2024-04-04 05:00:00+00:00,7.751168721,31.50851753,33.46355115,0.240462504,66.11987195,1023.560002,1.792036549,6.28309159,224.5733392,0.646129418
2024-04-04 06:00:00+00:00,7.812602616,31.48191553,32.10143436,0.248956339,66.05347533,1023.503087,1.376101379,6.106148778,222.8287781,0.733615202
2024-04-04 07:00:00+00:00,7.852860585,31.46867326,24.68814485,0.257450174,65.98707872,1023.284827,0.61817067,5.824370072,241.0847278,0.539489956
2024-04-04 08:00:00+00:00,7.851065253,31.45428345,25.57854941,0.236209302,65.5553546,1023.219032,0.518530778,5.785502818,247.0201825,0.549735866
2024-04-04 09:00:00+00:00,7.757759167,31.52749368,26.73701945,0.192527778,65.17638333,1023.052517,0.616560221,5.824065447,240.9218563,0.462465427
2024-04-04 10:00:00+00:00,7.742316667,31.54605106,25.51334445,0.180986111,64.91005556,1022.961714,0.356963882,5.722402554,190.8713562,0.325962262
2024-04-04 11:00:00+00:00,7.757497035,31.53564547,28.32678837,0.178596223,64.85700639,1022.680886,-0.071635337,5.557064212,199.8589015,0.434623901
2024-04-04 12:00:00+00:00,7.796148611,31.50237524,37.85359167,0.215868056,65.05670278,1022.439388,-0.266361593,5.483752815,223.7883393,0.605360453
2024-04-04 13:00:00+00:00,7.825574444,31.46290504,24.10244722,0.237729167,65.48871944,1022.100386,-0.212485237,5.50392938,212.9282403,0.691025787
2024-04-04 14:00:00+00:00,7.825805278,31.45827642,23.32440807,0.249513889,66.03643611,1021.879754,-0.093179759,5.548869525,239.6120926,0.663616663
2024-04-04 15:00:00+00:00,7.853098019,31.42862903,26.5731184,0.281213552,66.53134407,1021.726186,0.372883775,5.729618477,194.0123885,0.818377359
2024-04-04 16:00:00+00:00,7.833497778,31.45496108,26.38302222,0.260145833,66.81508611,1021.060055,3.225666753,6.488505372,185.4279671,1.240050829
2024-04-04 17:00:00+00:00,7.810703611,31.47986928,24.76975556,0.233854167,66.83637778,1020.549005,5.271463645,6.235218564,191.8606008,2.276491035
2024-04-04 18:00:00+00:00,7.816981392,31.47713563,22.32477585,0.225860872,66.54826159,1020.158041,5.96620891,6.283664531,200.622072,2.404850943
2024-04-04 19:00:00+00:00,7.8051375,31.49611703,22.29910556,0.221097222,65.97430556,1019.475928,6.710539473,6.298132843,179.8642455,2.578500828
2024-04-04 20:00:00+00:00,7.822058611,31.48130402,23.80928056,0.218472222,65.20566389,1018.742196,7.715915335,6.115121425,170.4454302,2.912080043
2024-04-04 21:00:00+00:00,7.831959722,31.51808411,24.10145278,0.226645833,64.44541111,1018.227986,8.635790267,5.899049565,178.5330418,2.816793026
2024-04-04 22:00:00+00:00,7.809547161,31.48830936,32.61220359,0.218828103,63.84129131,1017.656274,9.316641408,5.811150603,168.7772302,3.156054571
2024-04-04 23:00:00+00:00,7.857899445,31.49749837,31.45784723,0.245847222,63.51063333,1017.019108,10.08848182,5.649463638,184.350788,2.414492027
2024-04-05 00:00:00+00:00,7.861835555,31.48428659,45.02941111,0.245715278,63.50492222,1016.449216,10.85194805,4.987558095,190.9118666,1.474004484
2024-04-05 01:00:00+00:00,7.869106944,31.48167948,158.5906139,0.255215278,63.84912778,1016.015381,10.79958373,4.899692382,207.3301115,1.314123312
2024-04-05 02:00:00+00:00,7.889600524,31.42143291,69.61527223,0.274673702,64.49058595,1015.77877,8.429229103,6.017374425,290.8163087,1.244864474
2024-04-05 03:00:00+00:00,7.827938889,31.46133691,77.39070834,0.240868056,65.28003611,1015.723208,5.294360052,6.502527272,340.6177933,1.185813485
2024-04-05 04:00:00+00:00,7.819491111,31.47831767,44.08083612,0.2304375,66.03244167,1016.048527,3.716122178,6.430053775,204.4340479,0.446807849
2024-04-05 05:00:00+00:00,7.838166282,31.47215031,8.219808449,0.242061578,66.54385925,1016.043268,2.52605099,6.253337234,257.4137745,0.633375722
2024-04-05 06:00:00+00:00,7.802697736,31.50336732,8.217307878,0.231197586,66.28585009,1015.811286,1.565334905,6.048919335,226.989663,0.480327017
2024-04-05 07:00:00+00:00,7.775703869,31.50837584,7.354488096,0.220333593,66.02784094,1015.525311,1.026357368,5.886034597,219.0588699,0.552045938
2024-04-05 08:00:00+00:00,7.78176627,31.5055556,8.311602742,0.209469601,65.76983178,1015.332292,0.777951262,5.799675112,241.0317985,0.475401624
2024-04-05 09:00:00+00:00,7.786456095,31.50480399,5.751056794,0.198605608,65.51182262,1015.068413,0.205637108,5.639783969,251.6550426,0.448621431
2024-04-05 10:00:00+00:00,7.838983668,31.47935711,8.402322901,0.180693311,65.11969428,1014.682531,0.022009469,5.589087959,214.3462225,0.451265898
2024-04-05 11:00:00+00:00,7.874158123,31.4540123,36.95228616,0.162781015,64.72756595,1014.089524,0.199005508,5.636430692,257.5759389,0.597342807
2024-04-05 12:00:00+00:00,7.815954114,31.4722823,102.8846825,0.144868718,64.33543761,1013.630403,0.126722756,5.589114149,278.303868,0.557645246
2024-04-05 13:00:00+00:00,7.813421269,31.49845949,22.31973751,0.085011884,64.59364311,1013.499985,-0.196964846,5.49523458,283.4680822,0.513198947
2024-04-05 14:00:00+00:00,7.797097532,31.49112714,23.2087825,0.119093319,65.23501989,1013.218675,-0.148261106,5.520672752,259.1854666,0.503094998
2024-04-05 15:00:00+00:00,7.793676905,31.53479721,13.28789774,0.153174754,65.87639667,1012.741136,1.318545631,6.02120444,258.5062639,0.62419192
2024-04-05 16:00:00+00:00,7.775356289,31.55764125,16.30360177,0.14475632,66.47432571,1012.131856,4.74696467,6.716484032,169.6589817,0.37464475
2024-04-05 17:00:00+00:00,7.769019883,31.52868355,19.25634246,0.136337887,67.07225474,1011.507006,7.00621531,6.180882584,168.5329245,1.209865483
2024-04-05 18:00:00+00:00,7.795984776,31.50236903,41.50175054,0.143281862,66.58323218,1010.960073,8.413544472,6.075684442,174.5490482,1.583231055
2024-04-05 19:00:00+00:00,7.763273016,31.53350251,83.8657635,0.150225837,66.09420961,1010.372019,8.969866508,6.032578505,162.8999209,2.164889811
2024-04-05 20:00:00+00:00,7.771369762,31.53547852,102.3377539,0.157169811,65.60518705,1009.840568,9.437224142,5.82456145,84.66970931,2.345741297
2024-04-05 21:00:00+00:00,7.762962673,31.54679184,63.87507102,0.164113786,65.11616448,1009.352606,10.78085357,5.455963468,105.8781507,1.365055008
2024-04-05 22:00:00+00:00,7.766088767,31.54396405,48.62902062,0.158722377,64.47941268,1009.01513,10.78351693,5.357248743,131.9583148,0.992641454
2024-04-05 23:00:00+00:00,7.75893902,31.56964268,109.3304525,0.153330969,63.84266089,1008.646217,10.60193567,5.259656638,153.5958368,1.114909416
2024-04-06 00:00:00+00:00,7.7510603,31.58833999,173.684479,0.14793956,63.20590909,1008.600534,10.19638143,6.136248045,227.3637657,1.145387797
2024-04-06 01:00:00+00:00,7.792516822,31.53020025,47.32235398,0.187972934,63.29860012,1008.6216,9.069056133,6.42526487,203.5805603,1.123377371
2024-04-06 02:00:00+00:00,7.81794339,31.51021207,20.04776651,0.189896952,63.42056686,1008.679075,8.344161833,6.246295152,171.7730977,0.948197296
2024-04-06 03:00:00+00:00,7.813837595,31.51220289,17.42473639,0.19182097,63.5425336,1009.032653,7.494494107,6.565179278,158.8507494,0.782337343
2024-04-06 04:00:00+00:00,7.809731801,31.51419371,14.80170627,0.193744987,63.66450033,1009.513556,6.747122258,6.90214144,190.7750031,0.676779335
2024-04-06 05:00:00+00:00,7.805626007,31.51618453,12.17867615,0.195669005,63.78646707,1009.698903,6.468172992,6.727832855,272.397649,0.767388969
2024-04-06 06:00:00+00:00,7.801520213,31.51817535,9.555646026,0.197593023,63.90843381,1009.946132,6.351691915,6.620775043,190.7113221,0.691974962
2024-04-06 07:00:00+00:00,7.797414419,31.52016617,6.932615907,0.199517041,64.03040055,1010.21103,6.239289395,6.739735845,227.6922513,0.596696723
2024-04-06 08:00:00+00:00,7.793386171,31.52231846,4.47837294,0.201441059,64.15236729,1010.519073,5.272119928,7.09691905,237.7329147,0.568727064
2024-04-06 09:00:00+00:00,7.790288489,31.52640843,4.04957581,0.203365076,64.27433402,1010.628261,4.659949833,7.287797302,247.3054682,0.652874001
2024-04-06 10:00:00+00:00,7.787423448,31.53098283,4.12714014,0.205289094,64.39630076,1010.698901,4.420138502,7.386113316,240.8646348,0.38700455
2024-04-06 11:00:00+00:00,7.784558407,31.53555722,4.204704469,0.207213112,64.5182675,1010.731209,4.265226595,7.409153273,282.9535036,0.489135283
2024-04-06 12:00:00+00:00,7.781693366,31.54013161,4.282268798,0.20913713,64.64023424,1010.81374,4.16400458,7.377601538,275.9069706,0.561050725
2024-04-06 13:00:00+00:00,7.798027763,31.52149843,4.137864844,0.211061147,64.76220097,1011.075314,3.694781854,7.135432792,256.9078372,0.760000876
2024-04-06 14:00:00+00:00,7.825881822,31.4889407,3.860279918,0.212985165,64.88416771,1011.45399,3.349499454,6.989789362,253.7198654,0.56426736
2024-04-06 15:00:00+00:00,7.829367868,31.47818432,8.145259892,0.214909183,65.00613445,1011.783595,3.513095134,7.072729814,223.8288301,0.49689763
2024-04-06 16:00:00+00:00,7.835754623,31.48382098,39.01649464,0.19626093,65.7891084,1012.171904,3.718661617,7.169752488,246.0657528,0.663426211
2024-04-06 17:00:00+00:00,7.783635238,31.5356971,17.5165873,0.177612677,66.57208235,1012.782179,3.992970668,7.300680744,223.8973702,0.730431506
2024-04-06 18:00:00+00:00,7.769741723,31.53935657,1.28945347,0.158964424,67.3550563,1013.300398,4.305570382,7.426960715,112.886338,0.806312221
2024-04-06 19:00:00+00:00,7.794963611,31.51787191,2.935583946,0.170755175,67.4392437,1013.868004,5.355676125,7.557033408,140.4874033,0.9708666
2024-04-06 20:00:00+00:00,7.761877821,31.59961761,3.286804273,0.174844806,67.00444622,1014.388284,6.115005356,7.616953095,155.7337597,0.95629251
2024-04-06 21:00:00+00:00,7.767515812,31.589893,5.255653419,0.178934437,66.56964875,1014.565142,7.072655675,7.66926873,127.4100154,1.467600237
2024-04-06 22:00:00+00:00,7.77020641,31.57880206,7.403513248,0.183024068,66.13485127,1014.801913,7.665981957,7.631207535,172.2894365,1.379532648
2024-04-06 23:00:00+00:00,7.772897009,31.56771112,9.551373077,0.187113698,65.7000538,1014.752077,7.69211615,7.527967585,193.2845637,0.993558689
2024-04-07 00:00:00+00:00,7.775587607,31.55662018,11.69923291,0.191203329,65.26525632,1015.0081,8.44849085,7.317397245,215.0366414,1.022684044
2024-04-07 01:00:00+00:00,7.778278205,31.54552923,13.84709274,0.19529296,64.83045884,1015.222051,7.880860598,6.773517942,151.9896938,1.374120489
2024-04-07 02:00:00+00:00,7.780968804,31.53443829,15.99495256,0.199382591,64.39566137,1015.521419,7.03044072,6.223252075,176.5207166,1.638941211
2024-04-07 03:00:00+00:00,7.827400278,31.48805297,18.86254722,0.203472222,63.96086389,1015.726726,6.062126786,6.557203558,185.5314614,1.138012545
2024-04-07 04:00:00+00:00,7.779307783,31.52948393,16.86669455,0.183907248,65.04575118,1016.075522,5.626614435,6.774390107,222.2902332,1.051332568
2024-04-07 05:00:00+00:00,7.807257223,31.49378817,12.50325556,0.210368056,66.21681389,1016.070872,5.030099033,6.777335908,171.6132309,1.559979363
2024-04-07 06:00:00+00:00,7.792742222,31.5104146,4.160366667,0.190951389,67.16623889,1016.087179,4.72137026,6.88897939,146.1750337,3.159044558
2024-04-07 07:00:00+00:00,7.766450556,31.5605192,3.922572222,0.160791667,67.63510278,1015.909298,4.953751503,6.841048628,157.5858743,2.683457648
2024-04-07 08:00:00+00:00,7.812109662,31.51698388,4.421947722,0.190995557,67.52495418,1015.671052,5.02443916,6.814455037,147.3507169,2.730694837
2024-04-07 09:00:00+00:00,7.814515556,31.52873655,5.2258,0.198833333,66.86243611,1015.649884,4.499265977,6.815254573,157.8204286,2.84516488
2024-04-07 10:00:00+00:00,7.777698611,31.56278439,22.48956944,0.175097222,65.85075833,1015.136135,4.563091585,6.903721352,141.3249273,2.688159434
2024-04-07 11:00:00+00:00,7.766291693,31.57330418,67.31900677,0.154866704,64.75577062,1014.443209,4.543094293,6.985001853,132.6976852,2.278253394
2024-04-07 12:00:00+00:00,7.758863056,31.56263008,74.99106945,0.159395833,63.84028889,1014.098554,4.65222825,6.999948252,136.9863029,2.960355106
2024-04-07 13:00:00+00:00,7.775883333,31.56166296,67.63382518,0.164986111,63.33009444,1013.747727,4.507164797,6.898074141,145.0507361,3.537006505
2024-04-07 14:00:00+00:00,7.789335278,31.50776485,36.60085278,0.183159722,63.35615278,1013.334092,4.027493708,6.757112317,143.3060465,3.521856174
2024-04-07 15:00:00+00:00,7.820433706,31.53174921,35.28570043,0.192821438,63.93500417,1013.127134,3.885031955,6.760979915,138.5581643,3.447639569
2024-04-07 16:00:00+00:00,7.807175278,31.50233971,34.17278333,0.203583333,64.91849444,1012.799592,4.098236932,6.781081217,145.2483965,3.605088648
2024-04-07 17:00:00+00:00,7.784773334,31.52870917,34.45066667,0.187090278,66.10021389,1012.570708,4.23308706,6.775152275,148.1198382,3.623977018
2024-04-07 18:00:00+00:00,7.79831331,31.504095,41.67034258,0.191946681,67.12991669,1012.637068,4.268773873,6.721689428,156.3593757,4.216003575
2024-04-07 19:00:00+00:00,7.773695833,31.56848206,33.23379444,0.154125,67.71066111,1012.573647,4.154378572,6.705151787,157.5572644,4.236325152
2024-04-07 20:00:00+00:00,7.785761945,31.54513724,31.21231111,0.170034722,67.69349722,1012.429076,4.168244154,6.683369135,153.0576342,3.688610045
2024-04-07 21:00:00+00:00,7.798925278,31.50079144,19.05585556,0.198243056,67.11265278,1012.18896,4.514995317,6.816061657,160.6180536,4.416096407
2024-04-07 22:00:00+00:00,7.816885061,31.48819863,18.42528493,0.214218273,66.10011386,1011.628857,4.658937038,6.974391973,156.7193627,4.206394198
2024-04-07 23:00:00+00:00,7.803119167,31.52176351,17.97866389,0.241173611,64.904725,1011.400648,4.897719522,7.010224095,151.8720121,3.560695216
2024-04-08 00:00:00+00:00,7.772069445,31.55670872,17.58948889,0.164951389,63.817375,1011.500682,5.164455544,7.145481499,141.1460622,3.559064954
2024-04-08 01:00:00+00:00,7.774307778,31.55435236,18.51002222,0.158076389,63.12906944,1011.272096,5.433164341,7.324485557,160.2754929,3.12492369
2024-04-08 02:00:00+00:00,7.778749182,31.5782583,18.44111064,0.144487642,62.99089142,1011.49103,5.260438489,7.508197046,147.1248613,3.056407228
2024-04-08 03:00:00+00:00,7.779954722,31.56187364,21.33067222,0.152993056,63.44265833,1011.623353,5.987653187,7.521214959,149.7077549,3.440865727
2024-04-08 04:00:00+00:00,7.773128055,31.60783604,26.37894572,0.143680556,64.40303333,1011.606104,6.29055423,7.366494364,146.8363945,2.940452234
2024-04-08 05:00:00+00:00,7.776227649,31.55221354,22.19888253,0.167231325,65.65897251,1010.980232,6.356997776,7.166731209,156.4358543,3.412779552
2024-04-08 06:00:00+00:00,7.815595,31.4952079,18.78139722,0.208902778,66.90164444,1010.577347,5.971413678,7.296512354,195.2276472,2.028077952
2024-04-08 07:00:00+00:00,7.804018889,31.51481749,20.29184167,0.411729167,67.78659722,1010.713483,5.234523172,7.341097397,195.6301396,2.00705007
2024-04-08 08:00:00+00:00,7.783109445,31.54956714,23.60146111,0.163854167,68.04580278,1010.17792,4.981874697,7.312656812,234.0325588,1.357084149
2024-04-08 09:00:00+00:00,7.783379322,31.60244352,7.206295005,0.442564565,67.6349514,1009.500304,4.77793458,7.586761165,190.3309506,0.935949168
2024-04-08 10:00:00+00:00,7.780565834,31.55101222,5.780352778,0.146417934,66.68451111,1008.707399,5.053293924,7.50516191,156.3945251,1.562378646
2024-04-08 11:00:00+00:00,7.809815833,31.509727,6.910736111,0.146417934,65.45058611,1007.978547,4.884966632,7.566670895,190.7476571,1.310348634
